"categoryname","domain","item","nexturl","page","pageType","url"
"Memory for Overclocking","www.alza.co.uk",23,,23,"search","https://www.alza.co.uk/memory-for-overclocking/18861861.htm"
"PC Accessories","www.alza.co.uk",23,,23,"search","https://www.alza.co.uk/computers/accessories/18844495.htm"
"DSLR cameras","www.alza.co.uk",23,,23,"search","https://www.alza.co.uk/digital-photo/dslr/18843300.htm"
"Gaming TVs","www.alza.co.uk",22,,22,"search","https://www.alza.co.uk/gaming-tvs/18861376.htm"
"Multimedia Players","www.alza.co.uk",22,,22,"search","https://www.alza.co.uk/multimedia-players/18845960.htm"
"Gaming Microphones","www.alza.co.uk",21,,21,"search","https://www.alza.co.uk/gaming-microphones/18868103.htm"
"New Processors","www.alza.co.uk",21,,21,"search","https://www.alza.co.uk/new-processors/18869803.htm"
"Sound Cards","www.alza.co.uk",21,,21,"search","https://www.alza.co.uk/sound-cards/18842881.htm"
"Alza GameBox","www.alza.co.uk",20,,20,"search","https://www.alza.co.uk/alza-gamebox/48859869.htm"
"Serial ATA, RAID Controllers","www.alza.co.uk",20,,20,"search","https://www.alza.co.uk/serial-ata-raid-controllers/18848747.htm"
"Playstation 3 Games","www.alza.co.uk",19,,19,"search","https://www.alza.co.uk/18855146.htm"
"Processors for Intel Optane","www.alza.co.uk",19,,19,"search","https://www.alza.co.uk/processors-for-intel-optane/18866395.htm"
"CD Players","www.alza.co.uk",19,,19,"search","https://www.alza.co.uk/cd-players/18854638.htm"
"Mobile Phones ASUS","www.alza.co.uk",18,,18,"search","https://www.alza.co.uk/mobile-phones/asus/18843445-v1284.htm"
"Alza Multimedia Computers","www.alza.co.uk",18,,18,"search","https://www.alza.co.uk/alza-multimedia-computers/18865311.htm"
"Touch All in One PCs","www.alza.co.uk",18,,18,"search","https://www.alza.co.uk/touch-all-in-one-pcs/18867100.htm"
"Hi-fi Cassette Players","www.alza.co.uk",18,,18,"search","https://www.alza.co.uk/cassette-players/18851951.htm"
"iPhone Xr","www.alza.co.uk",17,,17,"search","https://www.alza.co.uk/iphone-xr/18867200.htm"
"Hardware wallets and safes","www.alza.co.uk",17,,17,"search","https://www.alza.co.uk/hardware-wallets-and-safes/18862141.htm"
"Dell Inspiron Gaming Laptops","www.alza.co.uk",17,,17,"search","https://www.alza.co.uk/dell-inspiron-gaming-laptops/18866008.htm"
"Mid Priced Gaming Laptops","www.alza.co.uk",17,,17,"search","https://www.alza.co.uk/mid-priced-gaming-laptops/18865598.htm"
"NUC Format Cases","www.alza.co.uk",17,,17,"search","https://www.alza.co.uk/nuc-format-cabinets/18854590.htm"
"4K UHD Projectors","www.alza.co.uk",17,,17,"search","https://www.alza.co.uk/4k-uhd-projectors/38863054.htm"
"Gaming Glasses","www.alza.co.uk",16,,16,"search","https://www.alza.co.uk/gaming-glasses/18854664.htm"
"Gaming Laptops Lenovo","www.alza.co.uk",16,,16,"search","https://www.alza.co.uk/gaming-laptops/lenovo/18848814-v1776.htm"
"Lenovo Ideapad Laptops","www.alza.co.uk",16,,16,"search","https://www.alza.co.uk/lenovo-ideapad/18865480.htm"
"Mini Projectors","www.alza.co.uk",16,,16,"search","https://www.alza.co.uk/mini-projectors/18860067.htm"
"New 2019 Range","www.alza.co.uk",15,,15,"search","https://www.alza.co.uk/new-range/18859824.htm"
"Retro gaming console","www.alza.co.uk",14,,14,"search","https://www.alza.co.uk/retro-gaming-console/18859916.htm"
"External Sound Cards","www.alza.co.uk",14,,14,"search","https://www.alza.co.uk/external-sound-cards/18848586.htm"
"Laptops with NVIDIA RTX Graphics Card","www.alza.co.uk",14,,14,"search","https://www.alza.co.uk/laptops-with-nvidia-rtx-geforce-graphics-card/18868324.htm"
"Office Computers","www.alza.co.uk",14,,14,"search","https://www.alza.co.uk/computers/office-computers/18848820.htm"
"Monthly Software Sale","www.alza.co.uk",14,,14,"search","https://www.alza.co.uk/monthly-software-sale/18866602.htm"
"Cooling for Overclocking","www.alza.co.uk",13,,13,"search","https://www.alza.co.uk/cooling-for-overclocking/18862294.htm"
"USB Controllers","www.alza.co.uk",13,,13,"search","https://www.alza.co.uk/usb-controllers/18842838.htm"
"TV Headphones","www.alza.co.uk",13,,13,"search","https://www.alza.co.uk/tv-headphones/18859706.htm"
"Toshiba","www.alza.co.uk",12,,12,"search","https://www.alza.co.uk/toshiba/v1311.htm"
"Xbox ONE Gaming Console","www.alza.co.uk",12,,12,"search","https://www.alza.co.uk/xbox-one-gaming-console/18856134.htm"
"Lamps for Gamers","www.alza.co.uk",12,,12,"search","https://www.alza.co.uk/lamps-for-gamers/18867471.htm"
"Beginner Drones","www.alza.co.uk",12,,12,"search","https://www.alza.co.uk/beginner-drones/18868649.htm"
"Laptops 11"" and Smaller","www.alza.co.uk",12,,12,"search","https://www.alza.co.uk/laptops-11-and-smaller/18865416.htm"
"Port Replicators","www.alza.co.uk",12,,12,"search","https://www.alza.co.uk/replikatory-portu/18859387.htm"
"Phones with Waterproof Keypad","www.alza.co.uk",11,,11,"search","https://www.alza.co.uk/phones-with-waterproof-keypad/18865092.htm"
"Smart Blood Pressure Monitor","www.alza.co.uk",11,,11,"search","https://www.alza.co.uk/smart-blood-pressure-monitor/18859397.htm"
"Smart Toothbrushes","www.alza.co.uk",11,,11,"search","https://www.alza.co.uk/smart-toothbrushes/18859380.htm"
"Hoodies","www.alza.co.uk",10,,10,"search","https://www.alza.co.uk/hoodies/18862624.htm"
"Enthusiast computer kits","www.alza.co.uk",10,,10,"search","https://www.alza.co.uk/alza-red-bull-ultimate-gamer/18860110.htm"
"Bags and backpacks","www.alza.co.uk",10,,10,"search","https://www.alza.co.uk/bags-and-backpacks/18862729.htm"
"Dell XPS Laptops","www.alza.co.uk",10,,10,"search","https://www.alza.co.uk/dell-xps/18865477.htm"
"Upper Mid Priced Gaming PCs","www.alza.co.uk",10,,10,"search","https://www.alza.co.uk/upper-mid-priced-gaming-pcs/18867072.htm"
"LG televisions","www.alza.co.uk",10,,10,"search","https://www.alza.co.uk/lg-televisions/18862345.htm"
"GoPro Charging & Batteries","www.alza.co.uk",10,,10,"search","https://www.alza.co.uk/gopro-charging-batteries/18855462.htm"
"Honor 8","www.alza.co.uk",9,,9,"search","https://www.alza.co.uk/honor-8/18859482.htm"
"iPhone Xs Max","www.alza.co.uk",9,,9,"search","https://www.alza.co.uk/iphone-xs-max/18867201.htm"
"Mobile Flip Phones","www.alza.co.uk",9,,9,"search","https://www.alza.co.uk/mobile-flip-phones/18865091.htm"
"Mobile Phones BlackView","www.alza.co.uk",9,,9,"search","https://www.alza.co.uk/mobile-phones/iget/18843445-v12502.htm"
"Gaming Chairs","www.alza.co.uk",9,,9,"search","https://www.alza.co.uk/gaming-chairs/18858714.htm"
"Computers with Intel Optane","www.alza.co.uk",9,,9,"search","https://www.alza.co.uk/computers-with-intel-optane/18865339.htm"
"Gaming Computers with Intel Optane","www.alza.co.uk",9,,9,"search","https://www.alza.co.uk/gaming-computers-with-intel-optane/18865342.htm"
"GoPro Tripods & Telescopes","www.alza.co.uk",9,,9,"search","https://www.alza.co.uk/gopro-tripods-telescopes/18855464.htm"
"iPhone 7","www.alza.co.uk",8,,8,"search","https://www.alza.co.uk/iphone-7/18860114.htm"
"iPhone 6S","www.alza.co.uk",8,,8,"search","https://www.alza.co.uk/iphone-6s/18857389.htm"
"iPhone 7 Plus","www.alza.co.uk",8,,8,"search","https://www.alza.co.uk/iphone-7-plus/18860115.htm"
"iPhone 6S Plus","www.alza.co.uk",8,,8,"search","https://www.alza.co.uk/iphone-6s-plus/18857390.htm"
"Samsung Galaxy S9","www.alza.co.uk",8,,8,"search","https://www.alza.co.uk/galaxy-s9/18864614.htm"
"Smart Coffee Machines","www.alza.co.uk",8,,8,"search","https://www.alza.co.uk/smart-coffee-machines/18867279.htm"
"Unicycles","www.alza.co.uk",8,,8,"search","https://www.alza.co.uk/unicycles/18864578.htm"
"Sound cards for Gaming","www.alza.co.uk",8,,8,"search","https://www.alza.co.uk/sound-cards-for-gaming/18858058.htm"
"Laptops with Intel Optane","www.alza.co.uk",8,,8,"search","https://www.alza.co.uk/laptops-with-intel-optane/18865340.htm"
"Servers","www.alza.co.uk",8,,8,"search","https://www.alza.co.uk/servers/18843903.htm"
"Hi-fi CD players","www.alza.co.uk",8,,8,"search","https://www.alza.co.uk/home-theaters/hi-fi-components/cd-players/18851357.htm"
"Samsung Galaxy J","www.alza.co.uk",7,,7,"search","https://www.alza.co.uk/samsung-galaxy-j/18858689.htm"
"Mobile Phones BLACKBERRY","www.alza.co.uk",7,,7,"search","https://www.alza.co.uk/mobile-phones/blackberry/18843445-v2725.htm"
"Drones with GPS","www.alza.co.uk",7,,7,"search","https://www.alza.co.uk/drones-with-gps/18868645.htm"
"Electroboards","www.alza.co.uk",7,,7,"search","https://www.alza.co.uk/electroboards/18864581.htm"
"Dell Alienware Laptops","www.alza.co.uk",7,,7,"search","https://www.alza.co.uk/dell-alienware/18865478.htm"
"Lenovo Legion Laptops","www.alza.co.uk",7,,7,"search","https://www.alza.co.uk/lenovo-legion/18865483.htm"
"4K Ultra HD Televisions SONY","www.alza.co.uk",7,,7,"search","https://www.alza.co.uk/4k-ultra-hd-televisions/sony/18854702-v1310.htm"
"iPhone 8","www.alza.co.uk",6,,6,"search","https://www.alza.co.uk/iphone-8/18862787.htm"
"iPhone 8 Plus","www.alza.co.uk",6,,6,"search","https://www.alza.co.uk/iphone-8-plus/18862788.htm"
"Honor 7","www.alza.co.uk",6,,6,"search","https://www.alza.co.uk/honor-7/18859481.htm"
"Nintendo 3DS Game Consoles","www.alza.co.uk",6,,6,"search","https://www.alza.co.uk/nintendo-3ds-game-consoles/18852487.htm"
"Smart sleep monitors","www.alza.co.uk",6,,6,"search","https://www.alza.co.uk/sleep-monitors/18859398.htm"
"Internal Sound Cards","www.alza.co.uk",6,,6,"search","https://www.alza.co.uk/internal-sound-cards/18848585.htm"
"Refurbished Laptops (Bazaar) and Special Offers","www.alza.co.uk",6,,6,"search","https://www.alza.co.uk/refurbished-laptops/18866517.htm"
"Raspberry Pi","www.alza.co.uk",6,,6,"search","https://www.alza.co.uk/raspberry-pi/18859158.htm"
"Smart LG TV","www.alza.co.uk",6,,6,"search","https://www.alza.co.uk/smart-lg-tv/18862372.htm"
"Children's Headphones","www.alza.co.uk",6,,6,"search","https://www.alza.co.uk/childrens-headphones/18864542.htm"
"Large Format Displays","www.alza.co.uk",6,,6,"search","https://www.alza.co.uk/large-format-displays/18855395.htm"
"Honor 10","www.alza.co.uk",5,,5,"search","https://www.alza.co.uk/honor-10/18866032.htm"
"Mobile Phones GOOGLE","www.alza.co.uk",5,,5,"search","https://www.alza.co.uk/mobile-phones/google/18843445-v3703.htm"
"Playstation 4 Consoles","www.alza.co.uk",5,,5,"search","https://www.alza.co.uk/playstation-4-consoles/18856943.htm"
"Nintendo Switch Game Console","www.alza.co.uk",5,,5,"search","https://www.alza.co.uk/nintendo-switch-game-console/18861898.htm"
"Professional Drones","www.alza.co.uk",5,,5,"search","https://www.alza.co.uk/professional-drones/18868653.htm"
"DVD Burners","www.alza.co.uk",5,,5,"search","https://www.alza.co.uk/dvd-burners/18842873.htm"
"Tower Servers","www.alza.co.uk",5,,5,"search","https://www.alza.co.uk/tower-servers/18850143.htm"
"Projector Screens","www.alza.co.uk",5,,5,"search","https://www.alza.co.uk/projector-screens/18860069.htm"
"Microphones for Mobile Phones","www.alza.co.uk",5,,5,"search","https://www.alza.co.uk/microphones-for-mobile-phones/18868106.htm"
"iPhone X","www.alza.co.uk",4,,4,"search","https://www.alza.co.uk/iphone-x/18862789.htm"
"eSport Kits","www.alza.co.uk",4,,4,"search","https://www.alza.co.uk/esport-custom-builds/58858288.htm"
"Mini Drones","www.alza.co.uk",4,,4,"search","https://www.alza.co.uk/mini-drones/18868652.htm"
"Pedometers","www.alza.co.uk",4,,4,"search","https://www.alza.co.uk/pedometers/18869318.htm"
"Smart Glucometres","www.alza.co.uk",4,,4,"search","https://www.alza.co.uk/smart-glucometres/18865445.htm"
"Noise Reduction Cabinets","www.alza.co.uk",4,,4,"search","https://www.alza.co.uk/noise-reduction-cabinets/18849171.htm"
"PCs for Video Editing","www.alza.co.uk",4,,4,"search","https://www.alza.co.uk/pcs-for-video-editing/18867076.htm"
"Cheapest All in One PCs","www.alza.co.uk",4,,4,"search","https://www.alza.co.uk/cheapest-all-in-one-pcs/18867258.htm"
"4K LG Televisions","www.alza.co.uk",4,,4,"search","https://www.alza.co.uk/4k-lg-televisions/18862371.htm"
"4K Ultra HD Televisions Panasonic","www.alza.co.uk",4,,4,"search","https://www.alza.co.uk/4k-ultra-hd-televisions/panasonic/18854702-v1356.htm"
"WHIRLPOOL","www.alza.co.uk",3,,3,"search","https://www.alza.co.uk/whirlpool/v2380.htm"
"Streaming Accessories","www.alza.co.uk",3,,3,"search","https://www.alza.co.uk/recording-equipment/18858025.htm"
"NVIDIA Shield","www.alza.co.uk",3,,3,"search","https://www.alza.co.uk/nvidia-shield/18859416.htm"
"Underwater Drones","www.alza.co.uk",3,,3,"search","https://www.alza.co.uk/underwater-drones/18868654.htm"
"FireWire (IEEE 1394) Controllers","www.alza.co.uk",3,,3,"search","https://www.alza.co.uk/firewire-ieee-1394-controllers/18842841.htm"
"eSATA (External Serial ATA) Controllers","www.alza.co.uk",3,,3,"search","https://www.alza.co.uk/esata-external-serial-ata-controllers/18848748.htm"
"Laptops Warehouse Cleanout","www.alza.co.uk",3,,3,"search","https://www.alza.co.uk/warehouse-cleanout/18865152.htm"
"Lower Mid Priced Gaming Laptops","www.alza.co.uk",3,,3,"search","https://www.alza.co.uk/lower-mid-priced-gaming-laptops/18865597.htm"
"Laptops Without an Operating System","www.alza.co.uk",3,,3,"search","https://www.alza.co.uk/laptops-without-an-operating-system/18865547.htm"
"License Rentals","www.alza.co.uk",3,,3,"search","https://www.alza.co.uk/license-rentals/18864762.htm"
"Basic Mobiles with Wifi","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/basic-mobiles-with-wifi/18865094.htm"
"Mobile Phones Lenovo","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/mobile-phones/lenovo/18843445-v1776.htm"
"Alza PC - Limited Editions","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/alza-pc-limited-editions/98865312.htm"
"Smart Bottles and Mugs","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/smart-bottles-and-mugs/18863751.htm"
"FDD Floppy Drives","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/fdd-drives/18843385.htm"
"Professional Laptops Acer","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/pracovni-notebooky/acer/18853299-v1354.htm"
"Professional Laptops ASUS","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/asus-office-laptops/18853299-v1284.htm"
"RACK - Racks, Servers, Accessories","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/rack/18867218.htm"
"Chromeboxes","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/chromeboxes/18855566.htm"
"4K Ultra HD Televisions Philips","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/4k-ultra-hd-televisions/philips/18854702-v1611.htm"
"Headphones for Hearing Loss","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/headphones-for-hearing-loss/18865528.htm"
"360° Cameras","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/360-cameras/18859457.htm"
"Camera Sale","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/camera-sale/18864972.htm"
"Hi-fi Tuners","www.alza.co.uk",2,,2,"search","https://www.alza.co.uk/home-theaters/hi-fi-components/tuners/18851364.htm"
"Honor 9","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/honor-9/18862220.htm"
"Nokia 3","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/nokia-3/18865134.htm"
"Foldable Drones","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/foldable-drones/18868651.htm"
"Server Processors","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/server-processors/18861571.htm"
"Lenovo Miix Laptops","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/lenovo-miix-laptops/18865482.htm"
"Chromebooks","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/chromebooks/18855515.htm"
"Basic Home and Office Laptops Acer","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/acer-laptops-for-daily-use/18843464-v1354.htm"
"Asus Laptops","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/asus-laptops/18865377.htm"
"Basic Home and Office Laptops ASUS","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/asus-laptops-for-daily-use/18843464-v1284.htm"
"Gaming Laptops ASUS","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/herni-notebooky/asus/18848814-v1284.htm"
"Asus ZenBook Laptops","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/zenbook-laptops/18865496.htm"
"Lower Mid Priced Gaming PCs","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/lower-mid-priced-gaming-pcs/18867070.htm"
"Multimedia PCs","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/multimedia-pcs/18867082.htm"
"GoPro","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/gopro/18855460.htm"
"Spy cameras, camera in a pen","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/spy-cameras-camera-in-a-pen/18862115.htm"
"Hi-Fi Stereos","www.alza.co.uk",1,,1,"search","https://www.alza.co.uk/hi-fi-stereos/18865114.htm"
